Rentrée / Session;Série du bac;Genre;Nombre total de bacheliers;Néo-bacheliers poursuivant à l'université (hors IUT) dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant à l'université (hors IUT) dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en IUT dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en IUT dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une CPGE du secteur privé dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une CPGE du secteur privé dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une CPGE du secteur public dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une CPGE du secteur public dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en STS (secteur non renseigné) dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en STS (secteur non renseigné) dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en STS dans le secteur privé dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en STS dans le secteur privé dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en STS dans le secteur public dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en STS dans le secteur public dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une autre formation (secteur non renseigné) dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une autre formation (secteur non renseigné) dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une autre formation du secteur privé dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une autre formation du secteur privé dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une autre formation du secteur public dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une autre formation du secteur public dans la même académie que celle d'obtention de leur baccalauréat;Académie du Bac;Code académie du Bac;Code Paysage structure de l'académie
2019;Bac professionnel;Masculin;761.0;20.0;0.0;1.0;0.0;0.0;0.0;0.03;0.0;46.99;0.0;4.1;32.02;19.4;223.05;0.0;0.0;1.38;0.0;1.02;0.0;Martinique;A31;K54Y8
2019;Bac technologique;Féminin;512.0;121.01;0.0;27.0;0.0;0.05;0.0;1.15;13.0;11.68;0.0;3.9;39.02;13.27;143.08;0.0;0.0;9.83;5.0;13.02;0.0;Martinique;A31;K54Y8
2019;Bac technologique;Masculin;491.0;90.03;0.0;21.01;0.0;0.09;0.0;1.31;23.0;17.78;0.0;7.79;59.01;19.48;159.01;0.0;0.0;10.88;2.0;6.02;0.0;Martinique;A31;K54Y8
2019;Bac professionnel;Féminin;389.0;69.0;18.0;0.0;0.0;0.0;0.0;0.01;0.0;0.46;0.0;3.09;0.0;47.55;71.01;0.0;0.0;0.93;0.0;1.01;1.0;Mayotte;A43;Q7yZw
2019;Bac professionnel;Féminin;3131.0;45.0;366.0;2.0;3.0;0.0;0.0;2.12;0.0;100.17;0.0;34.7;177.24;91.97;422.44;0.0;0.0;15.06;12.4;36.06;61.0;Montpellier;A11;p095y
2019;Bac professionnel;Masculin;3705.0;23.0;265.0;4.0;3.0;0.0;1.0;0.16;0.0;402.09;0.0;43.65;211.24;120.57;593.88;0.0;0.0;17.14;5.4;5.14;7.0;Montpellier;A11;p095y
2019;Bac professionnel;Masculin;5946.0;14.0;105.0;8.0;7.0;0.0;0.0;1.23;1.0;1120.59;0.0;40.87;581.85;130.64;551.07;0.0;0.0;20.84;21.2;3.2;2.0;Nantes;A17;aN9g0
2019;Bac professionnel;Masculin;5222.0;15.0;145.0;7.0;20.0;0.0;0.0;1.19;0.0;763.39;0.0;31.02;244.34;110.31;760.97;0.0;0.0;17.91;8.44;1.17;7.0;Normandie;A70;jyY65
2019;Bac général;Féminin;7393.0;1204.06;3142.0;182.04;359.04;38.22;1.04;234.46;296.42;97.18;0.0;52.08;134.18;116.59;218.35;0.0;0.0;406.01;56.21;162.9;31.0;Orléans-Tours;A18;K564L
2019;Bac professionnel;Féminin;2946.0;28.0;120.0;3.0;3.0;0.0;0.0;0.11;0.0;179.66;0.0;37.45;169.28;112.0;338.56;0.0;0.0;20.41;11.02;30.05;0.0;Orléans-Tours;A18;K564L
2019;Bac général;Masculin;7060.0;826.74;1749.0;116.12;52.0;161.33;294.01;191.83;1039.89;65.35;0.0;29.78;251.74;35.73;76.66;0.0;0.0;740.95;629.22;63.76;258.12;Paris;A01;t4Slt
2019;Bac professionnel;Féminin;1782.0;58.0;72.0;8.0;2.0;0.0;0.0;0.08;0.04;119.03;0.0;22.14;257.46;110.19;229.43;0.0;0.0;10.32;59.85;14.06;66.0;Paris;A01;t4Slt
2019;Bac technologique;Féminin;1798.0;194.04;134.0;103.0;40.0;0.19;7.12;23.66;24.23;95.03;0.0;32.46;227.01;118.02;339.9;0.0;0.0;56.58;156.24;21.1;95.04;Paris;A01;t4Slt
2019;Bac général;Féminin;5094.0;812.69;2289.02;123.05;206.0;25.89;0.0;168.12;141.02;103.51;0.0;65.21;64.07;82.23;157.24;0.0;0.0;205.57;67.07;98.59;46.02;Poitiers;A13;pIZ6B
2019;Bac technologique;Féminin;1567.0;75.02;267.0;34.0;104.0;0.19;0.0;3.55;8.0;88.49;0.0;48.0;71.07;97.59;239.41;0.0;0.0;40.69;13.1;34.08;28.0;Poitiers;A13;pIZ6B
2019;Bac général;Féminin;10570.0;896.49;4995.11;265.11;774.0;64.05;112.37;222.44;453.53;57.81;0.0;85.28;502.69;78.23;268.8;0.0;0.0;567.77;213.6;206.35;285.0;Rennes;A14;Vb9DN
2019;Bac professionnel;Masculin;5605.0;12.0;109.0;4.0;9.0;0.0;0.0;1.21;0.0;625.07;0.0;67.6;623.53;125.26;775.12;0.0;0.0;17.26;13.05;2.19;4.0;Rennes;A14;Vb9DN
2019;Bac général;Masculin;4147.0;115.51;1759.0;121.08;531.0;40.39;18.08;88.52;413.62;69.71;0.0;14.16;68.05;40.74;152.16;0.0;0.0;232.73;41.6;104.6;58.0;Strasbourg;A15;yIx1Q
2019;Bac professionnel;Féminin;1918.0;8.0;133.0;5.0;7.0;0.0;0.0;0.08;12.0;128.79;0.0;11.42;174.24;39.44;273.24;0.0;0.0;8.65;8.01;5.04;48.0;Strasbourg;A15;yIx1Q
2019;Bac général;Féminin;8845.0;967.32;4159.05;155.05;443.05;22.28;87.23;189.79;457.32;70.69;0.0;54.6;289.36;71.38;239.64;0.0;0.0;303.29;501.57;198.16;232.0;Toulouse;A16;ZpaDh
2019;Bac technologique;Féminin;2823.0;79.05;528.0;65.0;265.0;0.36;0.0;6.91;19.14;90.73;0.0;54.15;401.32;147.44;468.0;0.0;0.0;53.26;44.59;65.16;191.0;Toulouse;A16;ZpaDh
2019;Bac professionnel;Masculin;7044.0;98.0;131.0;7.0;16.0;0.0;0.0;8.37;0.0;804.98;0.0;86.46;132.37;385.31;1226.7;0.0;0.0;78.96;21.63;10.32;9.0;Versailles;A25;AdzMb
2020;Bac général;Masculin;7424.0;560.04;2754.0;218.0;567.0;102.7;79.0;245.21;516.65;42.86;265.47;47.07;220.26;60.54;230.26;0.0;0.0;485.08;155.98;177.55;83.04;Aix-Marseille;A02;Nsga9
2020;Bac technologique;Masculin;3547.0;87.04;460.0;109.0;286.0;3.13;13.0;21.47;41.0;58.96;231.17;33.52;290.13;110.76;640.17;0.04;0.0;79.9;38.04;22.54;18.0;Aix-Marseille;A02;Nsga9
2020;Bac technologique;Féminin;2204.0;137.06;315.0;50.03;177.0;0.14;0.0;4.6;12.0;43.61;108.09;25.03;118.0;102.96;294.2;0.0;0.0;57.88;26.03;63.27;154.0;Amiens;A20;qRVdr
2020;Bac général;Féminin;3574.0;477.1;1558.0;112.0;200.0;15.08;0.0;129.75;130.28;15.36;126.0;25.85;30.0;56.03;144.15;0.0;0.0;130.33;18.0;88.0;77.0;Besançon;A03;XTUly
2020;Bac général;Masculin;2531.0;202.02;922.0;121.0;236.0;16.73;0.0;117.3;181.42;25.63;104.03;15.67;34.0;39.85;112.15;0.0;0.0;123.33;32.0;39.98;83.02;Besançon;A03;XTUly
2020;Bac technologique;Masculin;1259.0;32.02;162.0;49.0;147.0;0.05;0.0;10.57;38.0;37.03;152.02;20.63;50.0;43.27;246.02;0.02;0.0;22.66;10.01;4.21;12.0;Besançon;A03;XTUly
2020;Bac professionnel;Féminin;4034.0;42.0;189.0;2.0;7.0;0.0;0.0;0.0;0.0;34.1;224.56;40.08;203.0;101.23;551.0;0.0;0.0;15.23;36.46;62.05;15.0;Bordeaux;A04;DssZ6
2020;Bac professionnel;Masculin;5256.0;16.0;126.0;1.0;16.0;0.0;0.0;0.42;0.0;94.13;557.61;45.56;164.0;137.26;841.09;0.0;0.0;14.25;21.23;6.05;6.0;Bordeaux;A04;DssZ6
2020;Bac technologique;Masculin;3669.0;56.05;352.0;202.0;316.0;1.14;0.0;32.59;35.0;71.19;291.98;48.73;173.05;122.99;876.42;0.0;2.05;82.03;93.53;28.58;34.0;Bordeaux;A04;DssZ6
2020;Bac professionnel;Masculin;2226.0;7.0;46.0;4.0;10.0;0.0;0.0;0.16;0.0;68.43;266.15;13.22;94.0;77.69;311.0;0.0;0.0;9.07;1.02;0.02;2.0;Clermont-Ferrand;A06;lE9Jm
2020;Bac technologique;Féminin;1227.0;48.04;183.0;33.02;63.0;0.09;0.0;5.38;6.0;23.25;66.04;25.64;72.02;75.63;224.04;0.0;0.0;21.99;10.11;22.17;89.0;Clermont-Ferrand;A06;lE9Jm
2020;Bac général;Masculin;613.0;104.0;203.0;19.0;54.0;7.83;0.0;29.37;13.0;6.48;14.0;0.37;2.0;11.66;35.0;0.0;0.0;28.16;2.0;9.22;10.0;Corse;A27;V4RgR
2020;Bac général;Masculin;3617.0;378.02;1204.0;193.0;302.0;24.8;4.0;128.27;297.51;46.55;49.02;27.12;78.02;59.71;123.15;0.0;0.0;178.14;48.46;106.28;29.0;Dijon;A07;L357G
2020;Bac professionnel;Masculin;2570.0;9.0;50.0;2.0;7.0;0.0;0.0;0.19;12.0;107.34;249.04;31.26;121.0;91.93;363.06;0.0;0.0;11.68;1.13;4.02;6.0;Dijon;A07;L357G
2020;Bac général;Masculin;8521.0;993.05;2425.0;436.0;967.0;109.89;36.05;233.87;610.54;104.05;141.49;74.79;150.1;80.74;140.05;0.0;0.0;564.74;102.02;191.69;176.23;Grenoble;A08;Ma7Zh
2020;Bac professionnel;Féminin;654.0;22.0;142.0;0.0;1.0;0.0;0.0;0.0;0.0;1.96;28.0;3.1;4.0;15.29;96.0;0.0;0.0;1.78;3.0;3.0;0.0;Guyane;A33;bG1mX
2020;Bac technologique;Féminin;1510.0;43.03;412.0;16.02;50.0;0.08;0.0;1.34;14.0;11.77;34.02;6.56;31.02;33.32;430.03;0.0;0.0;24.7;9.0;16.15;42.0;La Réunion;A28;nILBE
2020;Bac professionnel;Féminin;783.0;9.0;46.0;0.0;4.0;0.0;0.0;0.0;0.0;13.17;16.01;11.21;34.01;43.62;105.04;0.0;0.0;3.77;3.0;12.01;12.0;Limoges;A22;TR3Z5
2020;Bac technologique;Masculin;704.0;24.01;92.0;29.0;86.0;0.03;0.0;5.32;4.0;28.85;38.04;5.36;32.0;40.31;157.0;0.01;0.0;9.25;6.0;3.12;9.0;Limoges;A22;TR3Z5
2020;Bac général;Féminin;10799.0;712.29;5562.0;175.0;439.0;36.56;185.54;140.17;396.34;41.46;193.17;52.83;297.59;105.97;158.34;0.0;3.0;302.98;801.3;218.94;236.0;Lyon;A10;KwdKs
2020;Bac général;Féminin;1288.0;747.04;0.0;33.0;0.0;3.78;0.0;17.0;61.01;5.39;10.0;3.69;30.01;12.18;95.01;0.0;0.0;59.0;30.0;44.37;14.01;Martinique;A31;K54Y8
2020;Bac général;Masculin;851.0;383.01;0.0;44.0;0.0;3.4;0.0;17.01;56.01;7.5;20.0;9.62;34.0;9.12;92.01;0.0;0.0;38.12;21.0;20.37;10.0;Martinique;A31;K54Y8
2020;Bac professionnel;Masculin;858.0;21.0;0.0;1.0;0.0;0.0;0.0;0.06;0.0;6.55;34.02;6.07;29.0;28.58;259.0;0.0;0.0;1.4;0.0;1.01;2.0;Martinique;A31;K54Y8
2020;Bac technologique;Masculin;501.0;97.01;0.0;12.0;0.0;0.02;0.0;1.21;20.0;4.89;11.0;7.24;64.0;8.85;147.0;0.01;0.0;11.75;4.0;5.08;3.0;Martinique;A31;K54Y8
2020;Bac général;Masculin;5376.0;258.03;2248.0;86.0;791.0;28.29;25.17;124.62;421.8;40.12;171.2;21.33;87.0;42.73;234.27;0.0;0.0;244.5;155.13;96.99;60.0;Nancy-Metz;A12;lPQ79
2020;Bac général;Féminin;12283.0;1510.23;5343.12;233.0;499.0;47.66;147.58;198.58;340.35;48.22;195.91;75.97;539.46;97.54;276.52;1.0;4.0;469.79;1378.05;256.49;255.0;Nantes;A17;aN9g0
2020;Bac général;Masculin;7689.0;516.05;3028.0;169.0;932.0;78.59;28.14;208.24;551.58;57.5;144.67;61.7;176.1;65.29;207.34;1.0;15.0;454.43;211.57;191.72;135.14;Normandie;A70;jyY65
2020;Bac professionnel;Masculin;4055.0;26.0;103.0;5.0;6.0;0.0;0.0;4.32;0.0;118.52;556.35;28.42;123.0;119.22;529.07;0.0;0.0;21.93;2.0;4.04;0.0;Orléans-Tours;A18;K564L
2020;Bac technologique;Masculin;2893.0;79.04;328.0;154.0;320.0;0.11;0.0;19.13;38.07;79.5;228.21;52.34;150.0;143.67;622.18;0.04;0.0;80.77;3.12;15.44;6.0;Orléans-Tours;A18;K564L
2020;Bac général;Masculin;2927.0;289.02;958.0;88.0;302.0;33.17;0.0;120.63;222.33;27.42;45.02;15.86;47.0;51.35;142.0;0.0;0.0;249.79;28.3;54.08;53.04;Reims;A19;qeGjv
2020;Bac général;Féminin;5716.0;332.16;3022.0;80.0;419.0;15.24;12.03;92.21;267.39;22.86;127.13;19.8;113.1;44.86;230.13;0.0;0.0;158.85;95.74;85.57;191.0;Strasbourg;A15;yIx1Q
2020;Bac technologique;Féminin;1900.0;21.05;349.0;33.03;147.0;0.13;0.0;4.55;26.0;22.09;237.05;23.94;74.0;54.71;414.1;0.0;0.0;35.14;34.21;26.22;126.03;Strasbourg;A15;yIx1Q
2020;Bac professionnel;Masculin;4710.0;23.0;149.0;3.0;5.0;0.0;0.0;2.4;0.0;60.72;456.54;25.4;290.13;154.86;830.31;0.0;0.0;13.88;12.18;3.0;6.04;Toulouse;A16;ZpaDh
2020;Bac technologique;Masculin;3303.0;59.04;400.0;89.0;547.0;1.13;0.0;15.44;58.09;45.92;282.67;37.57;258.13;152.83;675.31;0.04;0.0;78.66;42.47;18.52;34.04;Toulouse;A16;ZpaDh
2020;Bac général;Féminin;21898.0;6103.56;5106.0;587.0;568.0;188.31;170.33;829.08;812.82;131.83;242.75;149.22;129.12;292.14;268.65;0.0;0.0;2417.81;491.9;969.3;319.3;Versailles;A25;AdzMb
2021;Bac professionnel;Féminin;3113.0;61.0;228.0;0.0;5.0;0.0;0.0;0.09;5.0;38.78;342.09;27.22;319.0;66.62;376.09;0.0;0.0;17.38;9.27;55.09;6.0;Aix-Marseille;A02;Nsga9
2021;Bac général;Féminin;5600.0;1355.22;1928.0;122.0;214.0;26.72;0.0;175.68;108.79;72.18;97.14;37.64;48.06;81.47;144.22;0.0;0.0;456.08;68.08;142.04;169.03;Amiens;A20;qRVdr
2021;Bac général;Masculin;7978.0;672.23;2953.0;263.05;514.0;75.61;60.09;267.72;581.51;60.19;243.4;49.88;137.05;64.29;207.47;0.0;0.0;556.36;247.58;196.43;91.0;Bordeaux;A04;DssZ6
2021;Bac professionnel;Féminin;3857.0;32.0;156.0;1.0;3.0;0.0;0.0;0.09;0.0;63.39;302.31;33.31;209.0;92.71;491.19;0.0;0.0;16.85;36.26;97.09;31.0;Bordeaux;A04;DssZ6
2021;Bac professionnel;Féminin;1618.0;14.0;56.0;3.0;1.0;0.0;0.0;0.04;0.0;32.91;176.09;22.52;99.0;53.05;197.09;0.0;0.0;6.76;9.04;21.04;16.0;Clermont-Ferrand;A06;lE9Jm
2021;Bac technologique;Masculin;1128.0;16.0;96.0;71.0;140.0;1.11;0.0;7.4;19.0;44.09;125.09;22.48;52.04;73.82;235.02;0.0;0.0;30.04;10.04;5.09;15.0;Clermont-Ferrand;A06;lE9Jm
2021;Bac général;Féminin;772.0;160.03;293.0;6.0;45.0;5.34;0.0;29.81;19.01;9.06;11.0;6.34;3.0;7.72;12.0;0.0;0.0;36.47;7.0;12.13;41.0;Corse;A27;V4RgR
2021;Bac général;Masculin;641.0;94.02;206.0;13.0;53.0;5.58;0.0;32.2;25.01;6.56;12.0;3.3;4.0;6.74;15.0;0.0;0.0;41.06;1.0;11.18;16.0;Corse;A27;V4RgR
2021;Bac professionnel;Féminin;243.0;7.0;28.0;1.0;2.0;0.0;0.0;0.01;0.0;8.96;7.0;1.1;0.0;12.22;31.0;0.0;0.0;1.54;4.0;7.01;1.0;Corse;A27;V4RgR
2021;Bac général;Féminin;4739.0;873.18;1856.0;142.0;146.0;17.12;6.02;154.13;172.24;50.76;101.07;31.09;90.02;98.36;114.11;0.0;0.0;275.39;61.11;142.84;80.0;Dijon;A07;L357G
2021;Bac professionnel;Féminin;1795.0;39.0;43.0;1.0;8.0;0.0;0.0;0.04;1.0;51.97;143.02;21.62;115.0;54.25;225.11;0.0;0.0;16.29;11.06;13.04;53.0;Dijon;A07;L357G
2021;Bac général;Masculin;8355.0;1078.25;2327.0;419.05;867.0;129.4;36.0;276.37;540.51;106.0;199.46;77.23;128.05;71.49;125.15;0.0;0.0;684.36;68.84;194.29;168.36;Grenoble;A08;Ma7Zh
2021;Bac technologique;Féminin;3522.0;196.0;363.0;168.0;302.0;1.05;5.0;20.12;8.0;111.91;335.36;65.63;159.1;182.14;454.0;0.0;0.0;132.46;42.23;95.15;122.0;Grenoble;A08;Ma7Zh
2021;Bac général;Masculin;1045.0;139.04;382.0;26.01;25.0;3.26;1.0;23.78;99.0;8.36;49.01;15.64;20.0;11.57;83.02;0.0;0.0;46.06;3.0;11.4;15.0;Guadeloupe;A32;e7zrb
2021;Bac professionnel;Masculin;973.0;2.0;28.0;1.0;1.0;0.0;0.0;0.02;0.0;6.06;52.01;5.17;62.01;43.75;206.0;0.0;0.0;1.21;0.0;0.02;1.0;Guadeloupe;A32;e7zrb
2021;Bac professionnel;Masculin;1725.0;4.0;158.0;0.0;0.0;0.0;0.0;1.05;0.0;8.14;47.02;6.35;17.0;56.52;435.0;0.0;0.0;3.43;0.0;1.05;0.0;La Réunion;A28;nILBE
2021;Bac technologique;Féminin;1346.0;47.0;359.0;15.0;83.0;0.02;0.0;1.34;9.0;14.2;44.0;8.52;24.0;21.52;348.03;0.0;0.0;21.43;17.0;12.05;12.0;La Réunion;A28;nILBE
2021;Bac général;Masculin;9741.0;243.25;4625.06;48.0;817.06;57.48;267.81;162.4;654.62;46.68;221.81;13.55;260.69;31.47;483.56;0.0;0.0;426.74;720.98;114.24;255.0;Lille;A09;kcTzp
2021;Bac professionnel;Masculin;4823.0;19.0;120.0;18.0;8.0;0.0;0.0;12.15;0.0;162.96;876.6;40.1;295.05;145.91;526.05;0.0;0.0;11.57;31.38;3.15;10.0;Lyon;A10;KwdKs
2021;Bac professionnel;Féminin;586.0;29.0;0.0;2.0;0.0;0.0;0.0;0.01;0.0;2.59;13.01;3.16;18.0;6.36;179.01;0.0;0.0;0.89;0.0;23.01;4.0;Martinique;A31;K54Y8
2021;Bac technologique;Masculin;406.0;53.0;0.0;21.0;0.0;0.04;0.0;1.13;32.0;4.97;14.0;2.16;47.0;11.59;129.0;0.0;0.0;7.89;5.0;2.03;7.0;Martinique;A31;K54Y8
2021;Bac professionnel;Masculin;539.0;41.0;6.0;3.0;0.0;0.0;0.0;0.02;0.0;3.55;13.0;6.13;3.0;105.57;100.0;0.0;0.0;0.91;0.0;1.02;0.0;Mayotte;A43;Q7yZw
2021;Bac général;Féminin;7971.0;1094.31;3836.0;149.0;245.0;36.46;32.31;252.86;278.23;49.95;252.71;46.43;170.31;54.67;116.23;0.0;1.0;368.37;95.78;275.48;141.0;Montpellier;A11;p095y
2021;Bac professionnel;Féminin;3173.0;40.0;346.0;1.0;3.0;0.0;0.0;2.08;0.0;55.04;223.55;37.05;251.04;72.33;433.08;0.0;0.0;15.64;10.29;48.08;51.0;Montpellier;A11;p095y
2021;Bac professionnel;Féminin;2800.0;8.0;148.0;1.0;14.0;0.0;0.0;3.06;0.0;35.29;210.19;17.87;119.0;56.9;388.03;0.0;0.0;12.72;37.03;5.06;112.0;Nancy-Metz;A12;lPQ79
2021;Bac général;Féminin;11990.0;1718.47;4991.0;261.0;328.0;50.24;82.41;236.89;295.16;86.32;263.58;64.42;524.17;109.01;249.82;0.0;3.0;559.53;1371.36;275.98;157.23;Nantes;A17;aN9g0
2021;Bac technologique;Féminin;3781.0;151.0;424.0;123.0;218.0;3.06;0.0;4.11;12.17;78.69;367.06;42.92;424.06;131.59;398.29;0.0;2.0;81.81;190.43;60.17;91.0;Nantes;A17;aN9g0
2021;Bac général;Féminin;9931.0;1208.38;4711.0;114.0;518.0;37.66;24.0;192.31;401.48;72.77;257.19;51.61;197.0;100.22;209.53;0.0;2.0;571.86;184.53;237.83;292.0;Normandie;A70;jyY65
2021;Bac général;Féminin;7514.0;1354.29;3118.0;217.0;243.0;38.42;2.04;214.36;219.03;71.64;146.11;45.07;115.36;103.02;163.21;0.0;0.0;532.11;47.12;205.25;34.11;Orléans-Tours;A18;K564L
2021;Bac technologique;Féminin;2587.0;125.0;322.0;89.0;167.0;0.04;0.0;11.78;19.0;67.05;221.04;38.21;131.0;170.6;437.0;0.0;0.0;62.24;26.05;40.11;11.0;Orléans-Tours;A18;K564L
2021;Bac professionnel;Masculin;2507.0;44.0;60.0;13.0;0.0;0.0;0.0;1.11;0.0;134.1;210.13;49.68;125.19;171.33;300.42;0.0;0.0;17.73;16.27;1.11;11.0;Paris;A01;t4Slt
2021;Bac professionnel;Féminin;2038.0;25.0;39.0;1.0;0.0;0.0;0.0;1.05;0.0;50.34;228.05;39.66;110.0;70.41;212.05;0.0;0.0;17.54;8.04;3.0;59.05;Poitiers;A13;pIZ6B
2021;Bac technologique;Masculin;1551.0;52.0;140.0;77.0;183.0;0.14;0.0;7.49;19.02;56.85;152.05;27.66;51.0;68.28;237.07;0.0;0.0;40.51;17.08;4.12;18.0;Poitiers;A13;pIZ6B
2021;Bac technologique;Masculin;1227.0;39.0;123.0;53.0;201.0;0.11;0.0;4.38;26.02;32.02;102.0;13.5;40.0;50.72;286.07;0.0;0.0;33.7;6.14;7.09;10.0;Reims;A19;qeGjv
2021;Bac général;Masculin;8034.0;466.27;3061.0;272.05;905.0;83.72;133.16;251.93;622.75;49.41;153.32;44.2;314.32;58.08;177.16;1.0;0.0;630.37;234.74;169.64;189.16;Rennes;A14;Vb9DN
2021;Bac professionnel;Féminin;4235.0;40.0;193.0;3.0;0.0;0.0;0.0;1.11;0.0;74.26;409.38;52.51;574.0;93.28;401.05;0.0;0.0;32.19;38.0;25.11;121.0;Rennes;A14;Vb9DN
2021;Bac technologique;Féminin;1861.0;40.0;314.0;49.0;161.0;0.03;0.0;2.56;33.03;16.94;193.11;11.85;44.05;64.59;361.11;0.0;0.0;32.91;25.03;44.08;130.0;Strasbourg;A15;yIx1Q
2021;Bac professionnel;Féminin;3280.0;25.0;203.0;1.0;11.0;1.0;0.0;1.09;0.0;38.6;279.13;40.03;383.17;106.67;471.0;0.0;0.0;15.57;14.0;35.09;49.0;Toulouse;A16;ZpaDh
2021;Bac technologique;Féminin;2748.0;77.0;420.0;80.0;246.0;0.04;0.0;10.78;19.17;41.02;234.6;42.34;148.13;133.1;386.26;0.0;0.0;54.78;86.13;103.13;135.0;Toulouse;A16;ZpaDh
2010;Bac technologique;Féminin;3012.0;68.04;576.0;35.0;103.0;0.0;8.0;6.0;18.0;6.06;33.09;34.17;490.0;106.04;548.0;61.64;47.22;0.09;3.0;5.0;10.0;Aix-Marseille;A02;Nsga9
2010;Bac technologique;Féminin;1217.0;32.02;179.0;29.0;69.0;0.0;0.0;6.0;11.0;3.18;55.02;12.07;48.0;51.02;310.0;26.75;26.12;0.04;0.0;3.0;10.0;Besançon;A03;XTUly
2010;Bac technologique;Masculin;1193.0;43.02;131.0;55.0;141.0;1.0;0.0;14.0;26.0;12.84;104.07;12.02;52.0;69.0;452.0;19.85;7.12;0.0;0.0;1.0;25.0;Besançon;A03;XTUly
2010;Bac général;Féminin;7422.0;537.27;3779.0;153.0;417.05;34.0;16.0;149.05;447.0;11.47;70.46;35.46;269.0;77.05;301.0;340.77;185.63;24.46;4.0;41.1;12.0;Bordeaux;A04;DssZ6
2010;Bac général;Masculin;5541.0;382.18;2532.0;197.0;557.0;43.0;22.0;161.0;566.0;16.96;65.82;20.36;185.0;47.05;241.0;448.64;130.63;8.41;2.0;42.46;11.0;Bordeaux;A04;DssZ6
2010;Bac général;Masculin;2128.0;211.07;749.0;98.0;285.0;24.0;24.0;67.0;229.0;6.25;11.05;21.15;43.0;35.02;84.0;143.0;47.72;4.16;8.0;15.98;2.0;Clermont-Ferrand;A06;lE9Jm
2010;Bac professionnel;Féminin;2644.0;89.0;239.0;2.0;23.0;0.0;0.0;0.0;0.0;72.29;71.57;29.06;34.0;74.0;360.0;14.19;12.13;0.0;0.0;6.0;0.0;Créteil;A24;Um9ge
2010;Bac technologique;Féminin;5117.0;449.06;975.0;69.0;225.0;0.0;0.0;19.0;36.0;66.35;48.06;118.25;116.0;425.06;945.0;107.75;160.52;8.13;5.0;27.0;23.0;Créteil;A24;Um9ge
2010;Bac technologique;Féminin;3675.0;182.05;385.0;76.0;185.0;0.0;5.0;12.0;11.0;24.77;109.2;79.2;443.0;149.05;651.0;86.27;109.34;13.1;7.0;1.0;12.0;Grenoble;A08;Ma7Zh
2010;Bac général;Masculin;822.0;130.03;321.0;31.0;13.0;2.0;11.0;24.0;65.0;2.08;17.01;5.07;20.0;10.01;60.0;54.01;1.02;3.08;0.0;9.46;4.0;Guadeloupe;A32;e7zrb
2010;Bac professionnel;Féminin;577.0;18.0;91.0;2.0;4.0;0.0;0.0;0.0;0.0;2.35;10.0;2.01;56.0;13.0;58.0;1.96;0.0;0.0;0.0;0.0;0.0;Guadeloupe;A32;e7zrb
2010;Bac professionnel;Masculin;689.0;15.0;84.0;1.0;0.0;0.0;0.0;0.0;0.0;5.89;6.0;6.0;29.0;34.02;61.0;1.96;0.0;0.0;0.0;0.0;0.0;Guadeloupe;A32;e7zrb
2010;Bac général;Féminin;433.0;282.02;0.0;27.0;0.0;0.0;0.0;14.0;11.0;0.35;0.0;4.03;0.0;14.0;20.0;17.35;1.0;4.09;0.0;3.24;0.0;Guyane;A33;bG1mX
2010;Bac professionnel;Féminin;183.0;38.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.42;0.0;0.0;0.0;4.0;24.0;0.61;0.0;0.0;0.0;0.0;0.0;Guyane;A33;bG1mX
2010;Bac technologique;Féminin;213.0;74.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.32;0.0;1.01;0.0;13.0;52.0;2.57;1.0;0.01;0.0;1.0;0.0;Guyane;A33;bG1mX
2010;Bac technologique;Masculin;177.0;42.0;0.0;19.0;0.0;0.0;0.0;1.0;0.0;0.56;0.0;3.0;0.0;17.0;56.0;2.58;0.0;0.0;0.0;1.0;0.0;Guyane;A33;bG1mX
