Rentrée / Session;Série du bac;Genre;Nombre total de bacheliers;Néo-bacheliers poursuivant à l'université (hors IUT) dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant à l'université (hors IUT) dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en IUT dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en IUT dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une CPGE du secteur privé dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une CPGE du secteur privé dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une CPGE du secteur public dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une CPGE du secteur public dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en STS (secteur non renseigné) dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en STS (secteur non renseigné) dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en STS dans le secteur privé dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en STS dans le secteur privé dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en STS dans le secteur public dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant en STS dans le secteur public dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une autre formation (secteur non renseigné) dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une autre formation (secteur non renseigné) dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une autre formation du secteur privé dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une autre formation du secteur privé dans la même académie que celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une autre formation du secteur public dans une académie différente de celle d'obtention de leur baccalauréat;Néo-bacheliers poursuivant dans une autre formation du secteur public dans la même académie que celle d'obtention de leur baccalauréat;Académie du Bac;Code académie du Bac;Code Paysage structure de l'académie
2010;Bac général;Féminin;3688.0;665.14;1455.0;99.02;200.0;8.0;0.0;138.02;129.0;9.89;56.14;40.23;70.0;79.02;164.0;183.61;76.17;27.75;0.0;24.1;6.0;Poitiers;A13;pIZ6B
2010;Bac général;Féminin;3098.0;534.12;1040.0;120.02;200.0;20.0;0.0;103.02;169.0;8.5;15.12;20.2;84.0;46.02;224.0;184.73;124.54;32.65;0.0;28.82;6.0;Reims;A19;qeGjv
2010;Bac technologique;Féminin;1406.0;64.02;189.0;28.0;90.0;0.0;0.0;5.0;9.0;3.36;18.02;12.08;79.0;79.02;396.0;51.28;63.1;0.04;0.0;0.0;5.0;Reims;A19;qeGjv
2010;Bac professionnel;Masculin;1952.0;1.0;88.0;3.0;13.0;0.0;0.0;0.0;0.0;38.24;216.14;0.0;29.0;35.06;236.0;6.3;0.07;0.0;2.0;0.0;0.0;Strasbourg;A15;yIx1Q
2010;Bac général;Féminin;6639.0;601.25;2887.0;122.04;375.0;15.0;57.0;93.04;467.0;8.19;32.3;49.42;364.0;84.04;262.0;307.02;253.86;5.01;149.34;31.8;41.0;Toulouse;A16;ZpaDh
2011;Bac technologique;Masculin;2776.0;62.04;488.0;86.0;212.0;1.0;8.0;15.0;38.0;34.12;58.09;12.13;437.0;103.17;789.0;44.43;5.87;8.0;6.0;1.17;5.0;Aix-Marseille;A02;Nsga9
2011;Bac général;Masculin;3182.0;508.11;865.0;166.05;362.03;58.0;0.0;156.05;183.0;17.44;35.16;37.3;53.0;44.03;129.0;195.7;55.41;115.19;40.0;24.57;49.0;Amiens;A20;qRVdr
2011;Bac général;Féminin;7455.0;539.54;3727.05;120.0;369.0;29.0;27.0;149.0;454.0;14.09;64.23;38.18;345.18;77.14;288.0;287.73;129.17;97.76;82.0;39.18;10.0;Bordeaux;A04;DssZ6
2011;Bac professionnel;Féminin;3239.0;27.0;225.0;4.0;17.0;0.0;0.0;0.0;0.0;23.47;51.23;20.0;176.0;45.0;230.0;12.64;7.88;0.0;1.0;0.0;0.0;Bordeaux;A04;DssZ6
2011;Bac technologique;Féminin;2872.0;65.09;415.0;64.0;139.0;0.0;0.0;7.0;12.0;15.3;42.63;24.05;318.14;114.09;671.0;55.11;38.48;6.0;20.0;1.0;5.0;Bordeaux;A04;DssZ6
2011;Bac technologique;Masculin;1123.0;25.02;120.0;36.0;118.0;0.0;0.0;3.0;21.0;15.89;30.02;16.06;87.0;77.08;390.0;17.74;1.15;3.0;8.0;0.08;10.0;Clermont-Ferrand;A06;lE9Jm
2011;Bac général;Masculin;507.0;73.01;174.0;6.01;44.0;2.0;0.0;22.01;21.0;0.66;2.0;3.04;2.0;13.0;30.0;20.47;2.0;5.02;0.0;5.3;5.0;Corse;A27;V4RgR
2011;Bac technologique;Féminin;253.0;15.01;41.0;2.0;15.0;0.0;0.0;0.0;0.0;0.63;6.0;5.01;4.0;7.01;36.0;3.88;0.0;0.0;0.0;1.0;1.0;Corse;A27;V4RgR
2011;Bac technologique;Masculin;218.0;9.0;31.0;7.0;16.0;0.0;0.0;0.0;0.0;1.52;2.0;1.01;3.0;10.01;58.0;2.88;1.0;0.0;0.0;1.01;3.0;Corse;A27;V4RgR
2011;Bac général;Féminin;10144.0;3001.81;2499.0;216.0;486.0;72.0;31.0;455.0;454.0;58.03;53.13;110.5;73.0;297.13;340.06;402.37;97.73;214.44;6.0;272.58;39.0;Créteil;A24;Um9ge
2011;Bac général;Masculin;7234.0;1632.25;1723.0;331.19;574.0;67.0;21.0;462.13;595.0;41.72;42.25;54.69;71.0;125.06;240.0;444.18;175.73;199.44;12.0;149.95;30.0;Créteil;A24;Um9ge
2011;Bac général;Masculin;2819.0;357.1;871.0;186.07;277.0;29.0;8.0;116.05;318.0;15.97;22.0;22.26;39.0;57.02;112.0;164.57;10.88;47.17;31.0;32.28;11.0;Dijon;A07;L357G
2011;Bac professionnel;Féminin;2146.0;35.0;117.0;4.0;25.0;0.0;0.0;0.0;0.0;22.69;30.0;14.0;110.0;53.0;236.0;8.57;3.1;0.0;0.0;1.0;3.0;Dijon;A07;L357G
2011;Bac professionnel;Féminin;208.0;46.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.62;0.0;3.0;0.0;0.0;22.0;0.73;0.0;0.0;0.0;0.0;0.0;Guyane;A33;bG1mX
2011;Bac technologique;Masculin;194.0;35.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;1.24;4.0;2.01;0.0;20.01;62.0;4.35;0.0;2.0;0.0;0.01;0.0;Guyane;A33;bG1mX
2011;Bac professionnel;Masculin;1491.0;15.0;317.0;4.0;4.0;0.0;0.0;0.0;0.0;12.97;29.05;4.0;0.0;31.0;159.0;4.31;0.02;0.02;0.0;0.0;0.0;La Réunion;A28;nILBE
2011;Bac technologique;Féminin;1219.0;33.03;308.0;15.0;17.0;0.0;0.0;0.0;12.0;3.05;14.03;8.06;21.0;35.03;399.0;15.99;3.02;2.0;3.0;2.0;14.0;La Réunion;A28;nILBE
2011;Bac général;Masculin;1092.0;129.04;319.0;62.03;206.0;5.0;0.0;56.02;89.0;2.0;2.0;7.11;13.0;14.01;40.0;66.65;5.03;13.07;3.0;10.92;3.0;Limoges;A22;TR3Z5
2011;Bac général;Féminin;7928.0;277.63;3860.0;164.0;546.0;15.0;164.0;95.0;417.0;15.64;67.19;44.24;526.15;103.14;298.0;253.31;178.05;85.69;283.19;40.62;7.0;Lyon;A10;KwdKs
2011;Bac professionnel;Masculin;3856.0;16.0;194.0;20.0;33.0;0.0;0.0;0.0;0.0;62.4;317.58;29.0;144.0;124.0;267.0;12.2;1.21;0.05;3.0;0.0;0.0;Lyon;A10;KwdKs
2011;Bac général;Masculin;652.0;307.03;0.0;35.02;0.0;4.0;0.0;25.01;66.0;2.45;0.0;2.08;20.0;11.01;62.0;52.55;1.09;11.05;16.0;5.67;7.0;Martinique;A31;K54Y8
2011;Bac professionnel;Féminin;2936.0;40.0;437.0;3.0;4.0;0.0;0.0;0.0;0.0;15.45;52.04;26.0;152.0;51.0;237.0;11.73;4.38;0.0;1.0;0.0;0.0;Montpellier;A11;p095y
2011;Bac technologique;Masculin;2535.0;55.04;408.0;83.0;186.0;3.0;0.0;5.0;49.0;34.93;65.04;19.12;461.0;116.12;818.04;46.03;7.94;4.0;1.0;0.16;14.0;Montpellier;A11;p095y
2011;Bac général;Féminin;5471.0;309.47;2742.0;67.0;440.0;19.0;39.0;100.0;368.0;8.77;37.15;17.29;172.0;48.11;192.0;203.68;173.37;64.42;43.0;38.01;17.0;Nancy-Metz;A12;lPQ79
2011;Bac général;Masculin;4037.0;149.15;1711.0;67.11;598.0;13.0;24.0;90.07;437.0;15.05;46.51;8.4;66.0;26.04;135.0;215.57;107.37;65.26;47.0;42.47;17.0;Nancy-Metz;A12;lPQ79
2011;Bac professionnel;Féminin;3862.0;32.0;135.0;6.0;3.0;0.0;0.0;0.0;0.0;19.62;102.82;30.0;358.0;40.0;236.0;16.25;4.31;1.0;4.0;0.0;0.0;Nantes;A17;aN9g0
2011;Bac professionnel;Masculin;2894.0;25.0;235.0;1.0;36.0;0.0;0.0;0.0;0.0;38.48;49.09;15.0;66.0;61.0;257.0;7.74;2.2;4.03;0.0;1.0;0.0;Nice;A23;j565G
2011;Bac professionnel;Féminin;3660.0;29.0;184.0;3.0;41.0;0.0;0.0;0.0;0.0;19.51;135.1;22.0;188.0;43.0;375.0;17.17;6.42;0.0;0.0;0.0;0.0;Normandie;A70;jyY65
2011;Bac professionnel;Féminin;2012.0;71.0;137.0;12.0;0.0;0.0;0.0;0.0;0.0;30.43;66.0;12.0;131.0;46.0;139.0;9.24;2.97;3.0;6.0;1.0;9.0;Paris;A01;t4Slt
2011;Bac technologique;Masculin;1462.0;34.02;175.0;32.0;186.0;0.0;0.0;5.0;22.0;23.15;89.02;31.07;77.0;69.09;423.0;24.17;6.01;4.0;4.0;4.09;6.0;Poitiers;A13;pIZ6B
2011;Bac général;Masculin;2223.0;253.08;656.0;101.06;339.0;37.0;0.0;78.04;222.0;12.1;10.02;14.22;20.0;33.02;85.0;165.41;15.48;61.14;46.0;25.89;25.0;Reims;A19;qeGjv
2011;Bac professionnel;Féminin;1524.0;25.0;90.0;3.0;19.0;0.0;0.0;0.0;0.0;10.64;37.08;9.0;59.0;29.0;236.0;6.43;4.09;1.0;1.0;1.0;0.0;Reims;A19;qeGjv
2011;Bac général;Masculin;6292.0;255.21;2310.0;197.16;1048.0;68.0;178.0;133.11;630.0;14.9;18.05;34.48;201.11;49.05;144.0;372.57;190.33;136.37;79.0;43.03;24.0;Rennes;A14;Vb9DN
2011;Bac technologique;Masculin;3396.0;29.05;462.0;97.0;444.0;4.0;30.0;2.0;37.0;43.87;102.21;72.16;719.0;105.21;812.0;67.27;16.28;14.0;29.0;0.21;16.0;Rennes;A14;Vb9DN
2011;Bac général;Féminin;4572.0;164.37;2306.0;61.0;376.0;14.0;6.0;71.0;335.0;12.6;49.0;16.23;151.0;47.09;233.0;169.11;95.11;38.11;5.0;35.89;18.0;Strasbourg;A15;yIx1Q
2011;Bac général;Féminin;6922.0;581.22;3052.35;137.0;388.0;19.0;56.0;109.0;478.0;9.69;31.49;46.35;434.0;87.13;205.0;269.32;164.8;61.06;257.66;31.07;55.0;Toulouse;A16;ZpaDh
2011;Bac professionnel;Masculin;3832.0;27.0;223.0;10.0;14.0;0.0;0.0;0.0;0.0;34.01;202.64;33.0;153.0;102.0;568.0;11.83;0.47;2.0;6.04;0.0;0.0;Toulouse;A16;ZpaDh
2011;Bac technologique;Masculin;2704.0;41.04;390.0;45.0;425.0;0.0;0.0;15.0;58.0;36.77;148.22;26.13;226.0;130.18;849.0;44.18;5.62;3.0;83.0;5.18;6.0;Toulouse;A16;ZpaDh
2011;Bac professionnel;Féminin;4968.0;196.0;400.0;10.0;8.0;0.0;0.0;0.0;0.0;28.64;288.3;74.0;77.0;167.0;759.0;23.95;10.73;7.0;0.0;9.0;1.0;Versailles;A25;AdzMb
2011;Bac professionnel;Masculin;6399.0;119.0;391.0;30.0;28.0;0.0;0.0;0.0;0.0;132.1;557.48;63.0;135.0;199.0;917.0;22.95;3.73;8.09;0.0;7.0;0.0;Versailles;A25;AdzMb
2012;Bac professionnel;Féminin;3649.0;45.22;643.0;1.0;9.0;0.0;0.0;0.0;0.0;19.69;93.0;22.27;177.0;36.0;281.0;14.95;0.76;1.0;1.0;1.0;0.0;Aix-Marseille;A02;Nsga9
2012;Bac professionnel;Féminin;2231.0;29.13;146.0;5.0;16.0;0.0;0.0;0.0;0.0;20.67;52.13;24.16;91.0;48.0;350.0;9.27;0.15;2.0;1.0;3.0;6.0;Amiens;A20;qRVdr
2012;Bac général;Masculin;2027.0;162.11;725.0;78.0;241.0;16.02;0.0;98.0;214.0;8.25;65.0;16.13;19.0;23.02;114.0;84.82;0.34;31.53;28.0;42.38;52.02;Besançon;A03;XTUly
2012;Bac général;Masculin;6122.0;417.23;2537.05;215.0;640.0;54.05;31.0;167.0;571.0;18.88;22.18;42.09;160.23;52.05;225.0;200.51;10.9;152.31;144.0;153.99;42.0;Bordeaux;A04;DssZ6
2012;Bac professionnel;Masculin;5872.0;35.14;188.0;10.0;16.0;0.0;0.0;0.0;0.0;78.59;203.04;31.0;192.0;157.0;721.0;14.39;1.46;1.0;0.0;1.0;0.0;Bordeaux;A04;DssZ6
2012;Bac professionnel;Masculin;2307.0;16.05;86.0;5.0;15.0;0.0;0.0;0.0;0.0;58.78;91.37;27.0;116.0;83.0;341.0;6.2;0.08;1.0;0.0;0.0;1.0;Clermont-Ferrand;A06;lE9Jm
2012;Bac technologique;Masculin;965.0;22.0;99.0;27.0;98.0;0.0;0.0;0.0;13.0;25.28;35.07;20.05;83.0;65.02;332.0;18.71;0.08;6.12;9.0;6.0;15.0;Clermont-Ferrand;A06;lE9Jm
2012;Bac général;Masculin;2872.0;324.13;884.0;174.0;316.0;22.02;10.0;131.0;276.0;13.96;21.07;20.16;43.0;47.02;101.0;104.98;0.6;87.65;32.0;72.49;25.0;Dijon;A07;L357G
2012;Bac professionnel;Féminin;934.0;14.02;164.03;2.0;1.0;0.0;0.0;0.0;0.0;1.87;25.0;4.05;58.0;28.0;59.0;3.04;0.0;0.0;0.0;0.0;0.0;Guadeloupe;A32;e7zrb
2012;Bac professionnel;Féminin;355.0;60.02;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.66;21.0;2.02;0.0;9.0;39.0;1.07;0.0;0.0;0.0;0.0;0.0;Guyane;A33;bG1mX
2012;Bac général;Féminin;2514.0;377.29;1007.0;49.05;112.0;10.0;4.0;53.0;152.0;2.36;6.0;10.28;25.0;18.02;193.0;72.41;0.42;61.88;31.0;21.54;44.0;La Réunion;A28;nILBE
2012;Bac professionnel;Masculin;1882.0;23.05;382.0;0.0;1.0;0.0;0.0;0.0;0.0;12.83;54.0;1.0;2.0;42.0;180.0;5.44;0.02;1.0;0.0;0.0;0.0;La Réunion;A28;nILBE
2012;Bac professionnel;Masculin;1398.0;7.03;49.0;4.0;4.0;0.0;0.0;0.0;0.0;25.45;15.04;10.0;38.0;82.0;234.0;3.39;0.01;0.0;2.0;0.0;0.0;Limoges;A22;TR3Z5
2012;Bac professionnel;Féminin;3678.0;28.25;387.0;4.0;8.0;0.0;0.0;0.0;0.0;27.35;224.5;29.25;235.05;76.0;270.0;15.25;2.35;3.0;9.0;0.0;0.0;Lyon;A10;KwdKs
2012;Bac technologique;Masculin;3062.0;24.0;432.0;98.0;400.0;2.0;14.0;12.0;72.0;46.5;230.5;39.1;373.05;145.05;713.0;46.82;5.82;11.35;40.0;4.0;24.0;Lyon;A10;KwdKs
2012;Bac professionnel;Masculin;1018.0;57.02;0.0;19.0;0.0;0.0;0.0;0.0;0.0;12.13;24.02;7.0;31.0;41.0;129.0;2.55;0.02;1.0;0.0;0.0;0.0;Martinique;A31;K54Y8
2012;Bac technologique;Féminin;364.0;149.02;45.0;5.0;0.0;0.0;0.0;0.0;0.0;0.37;0.0;7.02;0.0;59.0;75.0;3.74;0.0;0.01;0.0;1.01;0.0;Mayotte;A43;Q7yZw
2012;Bac général;Masculin;4854.0;452.23;1925.0;184.0;467.0;36.04;76.0;183.0;359.0;17.92;67.08;42.27;239.0;56.04;158.0;178.15;5.46;98.13;16.0;96.86;23.0;Montpellier;A11;p095y
2012;Bac professionnel;Féminin;3122.0;42.2;459.0;2.0;5.0;0.0;0.0;0.0;0.0;19.49;57.0;16.23;209.0;59.0;296.0;13.2;0.57;1.0;1.0;1.0;0.0;Montpellier;A11;p095y
2012;Bac technologique;Masculin;2458.0;43.0;430.0;74.0;163.0;4.0;0.0;12.0;34.0;36.74;83.0;21.08;329.04;95.04;763.0;40.16;1.04;9.27;6.0;11.0;22.0;Montpellier;A11;p095y
2012;Bac général;Féminin;5633.0;368.66;2728.0;66.1;477.0;12.0;41.0;80.0;393.0;10.15;62.1;14.62;174.0;61.03;242.0;159.72;2.45;82.97;91.0;39.21;119.0;Nancy-Metz;A12;lPQ79
2012;Bac général;Féminin;8965.0;885.04;3609.0;194.16;425.0;31.0;123.0;189.0;356.0;19.65;47.66;43.98;537.0;95.05;255.0;242.83;13.78;171.95;624.16;135.91;87.0;Nantes;A17;aN9g0
2012;Bac général;Masculin;7055.0;519.27;2295.05;247.0;786.0;62.05;280.0;173.0;557.0;23.86;37.93;46.38;374.0;59.05;207.0;242.83;13.78;293.48;506.11;135.2;57.0;Nantes;A17;aN9g0
2012;Bac technologique;Masculin;3269.0;67.0;373.0;106.0;317.0;2.0;9.0;10.0;35.0;46.59;167.81;29.16;641.0;113.05;736.0;55.19;2.38;22.33;55.05;12.0;27.0;Nantes;A17;aN9g0
2012;Bac général;Féminin;5300.0;815.53;1798.0;80.08;366.0;37.0;23.0;160.0;342.0;13.86;12.39;31.5;185.0;41.03;252.0;128.99;2.44;205.6;29.0;56.98;45.0;Nice;A23;j565G
2012;Bac général;Masculin;4170.0;415.17;1242.0;145.0;434.0;36.03;74.0;144.0;473.0;20.96;10.06;30.2;75.0;34.03;165.0;128.99;2.44;206.81;19.0;67.62;17.0;Nice;A23;j565G
2012;Bac professionnel;Féminin;1945.0;31.14;256.0;0.0;19.0;0.0;0.0;0.0;0.0;14.8;40.28;10.17;128.0;17.0;202.0;9.67;0.18;3.0;0.0;0.0;1.0;Nice;A23;j565G
2012;Bac général;Masculin;6309.0;415.3;2203.0;178.0;1065.0;56.05;30.0;169.0;548.0;15.76;42.25;36.35;137.0;51.05;245.0;233.02;3.35;168.46;193.0;135.11;110.0;Normandie;A70;jyY65
2012;Bac professionnel;Féminin;4378.0;31.25;318.0;5.0;34.0;0.0;0.0;0.0;0.0;25.42;141.5;28.3;234.0;61.0;469.0;17.37;0.35;2.0;6.0;2.0;0.0;Normandie;A70;jyY65
2012;Bac technologique;Masculin;2996.0;49.0;451.0;67.0;358.0;1.0;0.0;12.0;43.0;50.86;167.25;29.15;303.0;98.05;892.0;52.5;0.53;9.35;8.0;6.0;26.0;Normandie;A70;jyY65
2012;Bac professionnel;Masculin;3801.0;18.11;103.0;9.0;33.0;0.0;0.0;0.0;0.0;72.2;373.22;42.0;100.0;113.0;455.0;12.43;0.2;2.0;1.0;0.0;0.0;Orléans-Tours;A18;K564L
2012;Bac général;Féminin;7559.0;547.76;3460.04;86.13;50.0;121.0;182.0;93.0;822.0;14.91;28.52;24.42;321.34;32.04;153.0;122.53;76.02;304.9;359.51;31.08;253.4;Paris;A01;t4Slt
2012;Bac professionnel;Masculin;2899.0;64.13;210.0;16.0;0.0;0.0;0.0;0.0;0.0;92.07;98.0;18.0;164.0;97.0;265.0;11.63;3.26;3.0;3.0;0.0;1.0;Paris;A01;t4Slt
2012;Bac technologique;Masculin;1584.0;58.0;289.0;88.0;18.0;0.0;3.0;12.0;22.0;25.81;30.88;30.08;481.04;67.04;358.0;29.95;14.59;31.3;124.0;6.0;9.0;Paris;A01;t4Slt
2012;Bac général;Masculin;2947.0;334.14;1017.0;135.0;408.0;25.02;0.0;140.0;181.0;6.61;36.56;24.16;23.0;41.02;114.0;108.91;0.37;82.68;35.0;54.51;12.0;Poitiers;A13;pIZ6B
2012;Bac professionnel;Masculin;3000.0;14.07;72.0;9.0;11.0;0.0;0.0;0.0;0.0;47.09;351.16;24.0;132.0;83.0;407.0;8.14;0.06;0.0;3.0;2.0;0.0;Poitiers;A13;pIZ6B
2012;Bac technologique;Masculin;1406.0;42.0;159.0;32.0;165.0;1.0;0.0;2.0;25.0;22.75;91.23;26.07;63.0;70.02;420.0;24.45;0.07;3.16;2.0;1.0;7.0;Poitiers;A13;pIZ6B
2012;Bac général;Masculin;2360.0;265.12;728.0;96.0;330.0;33.02;0.0;115.0;233.0;11.53;6.02;18.14;31.0;28.02;100.0;92.43;0.56;109.57;46.0;39.44;40.0;Reims;A19;qeGjv
2012;Bac technologique;Féminin;3579.0;54.26;505.0;57.05;193.0;0.0;12.0;4.0;10.0;9.06;34.31;79.26;795.0;125.05;524.0;51.19;3.15;53.1;29.0;25.1;39.0;Rennes;A14;Vb9DN
2012;Bac général;Masculin;3615.0;105.17;1480.0;82.0;522.0;24.03;36.0;66.0;439.0;17.04;45.03;3.2;67.0;42.03;147.0;131.18;1.57;61.82;19.0;80.62;78.0;Strasbourg;A15;yIx1Q
2012;Bac professionnel;Féminin;2201.0;14.14;225.0;8.0;13.0;0.0;0.0;0.0;0.0;14.11;160.03;20.17;77.0;32.0;198.0;9.84;0.11;1.0;0.0;0.0;0.0;Strasbourg;A15;yIx1Q
2012;Bac technologique;Féminin;1841.0;10.14;311.0;26.03;104.0;0.0;0.0;2.0;26.0;6.94;74.0;8.14;148.0;56.03;438.0;29.61;0.17;3.06;7.0;13.06;36.0;Strasbourg;A15;yIx1Q
2012;Bac professionnel;Masculin;4967.0;29.04;286.09;9.0;15.0;0.0;0.0;0.0;0.0;50.26;225.7;44.0;265.0;116.0;745.0;14.63;0.81;2.0;4.0;0.0;0.0;Toulouse;A16;ZpaDh
2012;Bac technologique;Féminin;2667.0;48.22;437.0;36.04;211.0;0.0;0.0;3.0;24.0;15.3;46.26;36.22;288.0;113.04;530.0;44.5;1.69;10.04;32.04;14.09;27.0;Toulouse;A16;ZpaDh
2012;Bac technologique;Masculin;2498.0;36.0;312.0;42.0;384.0;1.0;0.0;9.0;54.0;30.77;202.39;18.13;167.0;102.04;815.0;44.5;1.69;16.31;37.0;3.0;22.0;Toulouse;A16;ZpaDh
2012;Bac professionnel;Féminin;5305.0;185.47;384.0;10.0;22.0;0.0;0.0;0.0;0.0;49.14;344.12;106.56;52.0;132.0;811.0;30.76;2.1;12.0;8.0;32.0;4.0;Versailles;A25;AdzMb
2013;Bac technologique;Féminin;2924.0;78.09;604.0;48.0;113.0;0.0;7.0;3.0;28.0;6.5;34.0;17.17;276.0;96.0;510.0;0.0;0.0;52.64;21.64;32.09;33.76;Aix-Marseille;A02;Nsga9
2013;Bac technologique;Féminin;1964.0;109.05;262.0;46.0;99.0;0.0;0.0;1.0;10.0;16.68;29.11;28.11;77.0;100.0;385.0;0.0;0.0;30.95;6.11;20.05;140.04;Amiens;A20;qRVdr
2013;Bac général;Masculin;6226.0;459.5;2716.05;210.0;646.0;38.09;29.0;190.0;542.0;16.67;38.32;31.27;199.46;45.05;248.0;0.0;0.0;360.25;120.99;206.48;49.33;Bordeaux;A04;DssZ6
2013;Bac professionnel;Masculin;1867.0;18.0;67.0;6.0;6.0;0.0;0.0;0.0;0.0;54.69;68.04;13.09;78.0;51.0;332.0;0.0;0.0;4.6;2.01;1.28;0.03;Clermont-Ferrand;A06;lE9Jm
2013;Bac technologique;Féminin;1197.0;36.04;175.0;28.0;36.0;0.0;0.0;2.0;9.0;10.84;4.04;31.07;65.0;85.0;252.0;0.0;0.0;27.48;10.04;14.02;20.07;Clermont-Ferrand;A06;lE9Jm
2013;Bac général;Féminin;686.0;126.08;277.0;7.0;40.0;1.0;0.0;18.0;28.0;0.52;0.0;9.06;1.0;8.0;21.0;0.0;0.0;28.43;1.0;6.3;18.0;Corse;A27;V4RgR
2013;Bac technologique;Féminin;3191.0;139.05;306.05;104.0;205.0;1.0;3.0;10.0;11.0;46.85;46.25;60.2;286.0;135.0;562.0;0.0;0.0;74.61;22.61;29.29;51.86;Grenoble;A08;Ma7Zh
2013;Bac général;Féminin;1563.0;275.12;642.08;24.0;6.0;2.01;18.0;34.0;89.0;2.29;13.0;5.14;13.0;30.01;99.0;0.0;0.0;45.86;0.01;31.68;17.0;Guadeloupe;A32;e7zrb
2013;Bac général;Masculin;968.0;133.07;393.03;25.0;22.0;5.02;9.0;30.0;81.0;2.88;10.0;11.14;17.0;22.01;83.0;0.0;0.0;49.65;0.01;19.48;12.0;Guadeloupe;A32;e7zrb
2013;Bac technologique;Féminin;346.0;143.01;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.35;1.0;0.01;0.0;30.0;66.0;0.0;0.0;2.9;0.0;1.77;3.0;Guyane;A33;bG1mX
2013;Bac professionnel;Masculin;1435.0;23.0;304.0;1.0;1.0;0.0;0.0;0.0;0.0;11.41;22.0;4.08;2.0;42.0;171.0;0.0;0.0;3.98;0.0;2.11;0.02;La Réunion;A28;nILBE
2013;Bac professionnel;Masculin;4344.0;28.0;267.0;14.0;21.0;0.0;0.0;0.0;0.0;72.47;399.13;28.25;340.0;131.0;359.0;0.0;0.0;11.62;8.0;3.3;0.27;Lyon;A10;KwdKs
2013;Bac technologique;Masculin;492.0;87.03;0.0;22.0;0.0;0.0;0.0;4.0;22.0;3.09;7.01;7.03;78.0;18.0;136.0;0.0;0.0;8.11;8.0;5.56;3.02;Martinique;A31;K54Y8
2013;Bac général;Masculin;349.0;175.05;45.0;47.0;0.0;0.01;0.0;10.0;0.0;0.86;0.0;1.06;0.0;22.0;7.0;0.0;0.0;14.03;0.0;14.8;0.0;Mayotte;A43;Q7yZw
2013;Bac professionnel;Féminin;2793.0;43.04;422.0;5.0;3.0;0.0;0.0;0.0;0.0;22.7;35.0;17.36;385.04;63.0;290.0;0.0;0.0;10.2;2.1;2.64;0.2;Montpellier;A11;p095y
2013;Bac professionnel;Masculin;3617.0;31.0;329.0;8.0;15.0;0.0;0.0;0.0;0.0;39.44;208.28;24.16;301.04;83.0;455.0;0.0;0.0;10.2;2.1;2.72;0.2;Montpellier;A11;p095y
2013;Bac technologique;Masculin;2553.0;66.16;451.0;123.0;195.0;0.0;4.0;26.0;29.0;33.11;59.16;33.16;193.0;76.0;731.0;0.0;0.0;47.69;9.01;14.65;26.3;Montpellier;A11;p095y
2013;Bac professionnel;Masculin;3489.0;8.0;224.0;4.0;36.0;0.0;0.0;0.0;0.0;40.14;254.6;7.17;120.0;46.0;509.0;0.0;0.0;8.76;2.12;2.5;0.02;Nancy-Metz;A12;lPQ79
2013;Bac technologique;Masculin;2248.0;9.14;355.0;27.0;289.0;0.0;0.0;10.0;37.0;12.72;103.69;12.14;122.0;52.0;826.0;0.0;0.0;39.89;10.03;8.56;24.16;Nancy-Metz;A12;lPQ79
2013;Bac général;Masculin;6575.0;391.59;2494.0;142.0;964.0;67.1;40.0;174.0;558.0;25.46;40.29;42.69;144.1;61.0;251.05;0.0;0.0;355.57;206.12;187.18;116.88;Normandie;A70;jyY65
2013;Bac technologique;Féminin;3167.0;54.1;470.0;26.0;253.0;1.0;0.0;5.0;32.0;23.37;74.74;30.2;212.0;127.0;661.0;0.0;0.0;51.14;15.15;31.53;64.64;Normandie;A70;jyY65
